publishedTimeText,simpleText,votes,author,isReply,isHearted,isPinned,isPaid,paidAmount,isSponsor,sponsorshipMonths,cleaned_text
1 year ago,Proud kannadigas ❤,27,@PrasannaShetty-d5q,false,false,false,false,,false,,Proud kannadigas :redheart:
6 months ago (edited), @Malnad_mango  tharadu mango antha etko lowdike,0,@shivprasadhj8396,true,false,false,false,,false,,Malnadmango tharadu mango antha etko lowdike
6 months ago, @Malnad_mango  reply madoo bevarsi,0,@shivprasadhj8396,true,false,false,false,,false,,Malnadmango reply madoo bevarsi
6 months ago, @Malnad_mango  loo mindri😡,0,@shivprasadhj8396,true,false,false,false,,false,,Malnadmango loo mindri:enragedface:
6 months ago (edited), @Malnad_mango  nin thara mindri alla kano lofar,0,@shivprasadhj8396,true,false,false,false,,false,,Malnadmango nin thara mindri alla kano lofar
6 months ago (edited), @Malnad_mango  adike bandu nan shaa tharee,0,@shivprasadhj8396,true,false,false,false,,false,,Malnadmango adike bandu nan shaa tharee
1 year ago,🎉,0,@kumarbankapur4460,true,false,false,false,,false,,:partypopper:
1 year ago,🙏🙏🙏🙏🙏,1,@all_in_one_9976,false,false,false,false,,false,,:foldedhands::foldedhands::foldedhands::foldedhands::foldedhands:
1 year ago,Super kannadigas ❤❤,1,@roaring28,false,false,false,false,,false,,Super kannadigas :redheart::redheart:
1 year ago,❤❤❤❤WE LOVE YOU AK❤❤❤❤,1,@arnathekarna,false,false,false,false,,false,,:redheart::redheart::redheart::redheart:WE LOVE YOU AK:redheart::redheart::redheart::redheart:
1 year ago,hi ashaakka,1,@srinivasshastry9601,false,false,false,false,,false,,hi ashaakka
1 year ago,super🎉,1,@Lakshmisha-x5b,false,false,false,false,,false,,super:partypopper:
1 year ago,Video late aythu,1,@sunilkumarhcsunilkumar2400,false,false,false,false,,false,,Video late aythu
1 year ago,Tokyo super sir,1,@maheshpatil8403,false,false,false,false,,false,,Tokyo super sir
1 year ago,Amazing video,1,@omprakashomi6795,false,false,false,false,,false,,Amazing video
1 year ago,Happy video sr,1,@vasanthkumar928,false,false,false,false,,false,,Happy video sr
1 year ago,Nam dheshadh jana bare jathi nodake kall bevarse rajakaranigallege vote akake layaku 500 rs kotre saku kallsulle maklluge vote asti,1,@maheshmanju6595,false,false,false,false,,false,,Nam dheshadh jana bare jathi nodake kall bevarse rajakaranigallege vote akake layaku 500 rs kotre saku kallsulle maklluge vote asti
1 year ago,Please go Hiroshima Nagasaki,1,@koushiag6680,false,false,false,false,,false,,Please go Hiroshima Nagasaki
1 year ago,Nim kannada estu chennagide,0,@chaitranaveen3750,false,false,false,false,,false,,Nim kannada estu chennagide
1 year ago,First view & First like,0,@belludirajshekardvgyt2003,false,false,false,false,,false,,First view First like
1 year ago,తెలుగు nalli cinema ide Kiran avre..   ee 🐕 Dog story,0,@joladamalli6594,false,false,false,false,,false,,nalli cinema ide Kiran avre ee :dog: Dog story
1 year ago,India yavaga,0,@imranimrankhan708,false,false,false,false,,false,,India yavaga
1 year ago,Madam ur getting young day by day,0,@dilkomars8606,false,false,false,false,,false,,Madam ur getting young day by day
1 year ago,Supervideo.message,0,@harishml2728,false,false,false,false,,false,,Supervideomessage
1 year ago,Hachiko movie nanu nodidini,0,@kwatleboys6421,false,false,false,false,,false,,Hachiko movie nanu nodidini
1 year ago,Yes,0,@Omshri987,false,false,false,false,,false,,Yes
1 year ago,Nice,0,@govindrajtalwar6808,false,false,false,false,,false,,Nice
1 year ago,Wow 🤩,0,@Nishucorner,false,false,false,false,,false,,Wow :starstruck:
1 year ago,Anna telugu movie hutou,0,@AjithShivegowda-hc8xd,false,false,false,false,,false,,Anna telugu movie hutou
1 year ago,Good,0,@MangalaSrinivasachar,false,false,false,false,,false,,Good
1 year ago,❤❤,0,@lakshmihemaraj8410,false,false,false,false,,false,,:redheart::redheart:
1 year ago,Hi,0,@malamala9078,false,false,false,false,,false,,Hi
1 year ago,"Bro, pls visit Hiroshima  & Nagasaki In Japan.",0,@SureshAcharya-c2e,false,false,false,false,,false,,Bro pls visit Hiroshima Nagasaki In Japan
1 year ago,I love Japan,0,@pgovindraju5960,false,false,false,false,,false,,I love Japan
1 year ago,❤❤❤,0,@artistavision2,false,false,false,false,,false,,:redheart::redheart::redheart:
1 year ago,❤❤❤❤❤❤,0,@ಕನ್ನಡದೇಶ,false,false,false,false,,false,,:redheart::redheart::redheart::redheart::redheart::redheart:
1 year ago,Good,0,@girishgowda2078,false,false,false,false,,false,,Good
1 year ago,Super bro,0,@lokeshgowda8510,false,false,false,false,,false,,Super bro
1 year ago,Asha avre nema dress super 🎉nevu super,0,@sindhug3122,false,false,false,false,,false,,Asha avre nema dress super :partypopper:nevu super
1 year ago,Super rrrr,0,@vaishnavim8352,false,false,false,false,,false,,Super rrrr
1 year ago,Super,0,@sudha1750,false,false,false,false,,false,,Super
1 year ago,🎉🎉🎉,0,@ravishankar3418,false,false,false,false,,false,,:partypopper::partypopper::partypopper:
1 year ago,Super bro 🎉🎉,0,@shobhacssupper5022,false,false,false,false,,false,,Super bro :partypopper::partypopper:
1 year ago,❤❤❤❤❤❤❤,0,@prashanthh5610,false,false,false,false,,false,,:redheart::redheart::redheart::redheart::redheart::redheart::redheart:
1 year ago,SUPER,0,@manjukumbar555,false,false,false,false,,false,,SUPER
1 year ago,Desha thumba andavagidhe,0,@PRAVINRAAJRAAJ,false,false,false,false,,false,,Desha thumba andavagidhe
1 year ago,Hiroshima and Nagasaki explore madi,0,@babunaikv8252,false,false,false,false,,false,,Hiroshima and Nagasaki explore madi
1 year ago,We missed you in japan !,0,@pavankumar.m1341,false,false,false,false,,false,,We missed you in japan
1 year ago,Super akka mava,0,@manjunathpatil2494,false,false,false,false,,false,,Super akka mava
1 year ago,Hachiko...rip.....,0,@shashikumarl5910,false,false,false,false,,false,,Hachikorip
1 year ago,Happy your journey,0,@kannadavlogs-b9s,false,false,false,false,,false,,Happy your journey
1 year ago,Taliban dress 👗🥻 Yale hodu,0,@kiranshinde9698,false,false,false,false,,false,,Taliban dress :dress::sari: Yale hodu
1 year ago,Love❤ from MASTHI karnataka,0,@masthiharish9445,false,false,false,false,,false,,Love:redheart: from MASTHI karnataka
1 year ago,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,@gururaj7016,false,false,false,false,,false,,:foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands:
1 year ago,❤,0,@lavanyalavu5859,false,false,false,false,,false,,:redheart:
1 year ago,Tnq,0,@manjusl746,false,false,false,false,,false,,Tnq
1 year ago,Nobitataka ghar dikavo na,0,@hasinamehboob7146,false,false,false,false,,false,,Nobitataka ghar dikavo na
1 year ago,Hi Kiran & Asha,0,@theerthaprasad634,false,false,false,false,,false,,Hi Kiran Asha
1 year ago,AKKA NIN DRESSCHENAGILLA SO SAD,0,@naveenyelinslover9229,false,false,false,false,,false,,AKKA NIN DRESSCHENAGILLA SO SAD
1 year ago,"Hacchiko nayiya bagge movie kooda ide.. Neevu real agi torsidakke thank you ❤ . Nam Kannada movie Charlie 777 kooda nodabekada cenema , nayi ishta padoru eradu movie na nodbeku.",0,@drlavanyau,false,false,false,false,,false,,Hacchiko nayiya bagge movie kooda ide Neevu real agi torsidakke thank you :redheart: Nam Kannada movie Charlie 777 kooda nodabekada cenema nayi ishta padoru eradu movie na nodbeku
1 year ago,"Edu sir Telugu dalli taami ant movie madiddare  super,👌👌",0,@priyanakakumbar1498,false,false,false,false,,false,,Edu sir Telugu dalli taami ant movie madiddare super:OKhand::OKhand:
1 year ago,Achiko,0,@harishvr1262,false,false,false,false,,false,,Achiko
1 year ago,I like Japanese,0,@shivakumar.k1738,false,false,false,false,,false,,I like Japanese
1 year ago,Anna Telugu movie achiko story in Tomy movie name,0,@220Abhi-q7g,false,false,false,false,,false,,Anna Telugu movie achiko story in Tomy movie name
1 year ago,my dream,0,@AKTrader3330,false,false,false,false,,false,,my dream
1 year ago,👌🏻👌🏻👌🏻👌🏻♥️♥️,0,@roopa...paaruuu4904,false,false,false,false,,false,,:OKhandlightskintone::OKhandlightskintone::OKhandlightskintone::OKhandlightskintone::heartsuit::heartsuit:
1 year ago,nayina naarayana anno darma guruve namdu jai shree ram,0,@trollmadthini3446,false,false,false,false,,false,,nayina naarayana anno darma guruve namdu jai shree ram
1 year ago,"Tq, I, love, Japanese, tq, lovely, japan",0,@shivanandabehurshivananda8515,false,false,false,false,,false,,Tq I love Japanese tq lovely japan
1 year ago,i wont get sleep iuf i dont watch  vdo,0,@ParashuRam-r4j,false,false,false,false,,false,,i wont get sleep iuf i dont watch vdo
1 year ago,"Achi o, dog, good, animal,",0,@shivanandabehurshivananda8515,false,false,false,false,,false,,Achi o dog good animal
1 year ago,🦮E story inda Telugu  nalli ond film maadiddaare 🐈,0,@Dev2626army,false,false,false,false,,false,,:guidedog:E story inda Telugu nalli ond film maadiddaare :cat:
1 year ago,Super..dog so sad,0,@megaraj5991,false,false,false,false,,false,,Superdog so sad
1 year ago,Heroshema and Nagasaki  ?,0,@venkatachalapathia8269,false,false,false,false,,false,,Heroshema and Nagasaki
1 year ago,Namm kannallu neer banthu... Hachiko kathey keli,0,@eatraja5109,false,false,false,false,,false,,Namm kannallu neer banthu Hachiko kathey keli
1 year ago,🐕,0,@raghu.sraghu3236,true,false,false,false,,false,,:dog:
1 year ago,Hi sir morning nimuna mahalakshmi layout nagpura main roadli noodude 🎉,0,@kemparajuk7770,false,false,false,false,,false,,Hi sir morning nimuna mahalakshmi layout nagpura main roadli noodude :partypopper:
1 year ago,Super video ..... 💥🇮🇱,0,@san455,false,false,false,false,,false,,Super video :collision::Israel:
1 year ago,"Howdu, e nayi story kelidde",0,@navisreeseenu4903,false,false,false,false,,false,,Howdu e nayi story kelidde
1 year ago,❤❤❤❤❤,0,@prithvi-1996prithvip,false,false,false,false,,false,,:redheart::redheart::redheart::redheart::redheart:
1 year ago,Sir n madam innu jasti explanation beku namge pls,0,@suvarnat8930,false,false,false,false,,false,,Sir n madam innu jasti explanation beku namge pls
1 year ago,I love japan,0,@subrahmanyabhat3740,false,false,false,false,,false,,I love japan
1 year ago,Super neevu asha kirana,0,@govardhanj2821,false,false,false,false,,false,,Super neevu asha kirana
1 year ago,❤,0,@dhanaraj.mdhanu3766,false,false,false,false,,false,,:redheart:
1 year ago,Super video  super Japan.,0,@prashanth8496,false,false,false,false,,false,,Super video super Japan
1 year ago,Nija helabeku andre sir namma nayina appikondu attu bitte dhanyavadagalu sir,0,@KpKumarPatil,false,false,false,false,,false,,Nija helabeku andre sir namma nayina appikondu attu bitte dhanyavadagalu sir
1 year ago,Punya bhoomi ge mathu bhoga bhomige vyatyasa ide.100 varsha yavdralli mundhe ide?,0,@vishnumbhat2862,false,false,false,false,,false,,Punya bhoomi ge mathu bhoga bhomige vyatyasa ide100 varsha yavdralli mundhe ide
1 year ago,Nice,0,@sumanbr6013,false,false,false,false,,false,,Nice
1 year ago,Baa guru nam Gandhi bazaarre saaku,0,@worldwidekannadiga,false,false,false,false,,false,,Baa guru nam Gandhi bazaarre saaku
1 year ago,WOW,0,@bharathsn44,false,false,false,false,,false,,WOW
1 year ago,Film nodidivi namagu tumba alu barutte nammaneli ero babloo navu ennu ennu pritisutteve thanks for super vlog,0,@chandrammakh7401,false,false,false,false,,false,,Film nodidivi namagu tumba alu barutte nammaneli ero babloo navu ennu ennu pritisutteve thanks for super vlog
1 year ago,Bro Ali volcano place ediyala thorsi,0,@firstlookclimps7351,false,false,false,false,,false,,Bro Ali volcano place ediyala thorsi
1 year ago,Super,0,@muttusbmutturaj1892,false,false,false,false,,false,,Super
1 year ago,Awesome,0,@harikishore1075,false,false,false,false,,false,,Awesome
1 year ago,Super video,0,@devarajap3891,false,false,false,false,,false,,Super video
1 year ago,Love you anna,0,@pachupachu3480,false,false,false,false,,false,,Love you anna
1 year ago,Love you akka,0,@pachupachu3480,false,false,false,false,,false,,Love you akka
1 year ago,Awesome videos Kirana and Asha . Ibru trip enjoy madadashte alla . Namagu enjoy maadistidira . Keep it up guys .,0,@akashmr007,false,false,false,false,,false,,Awesome videos Kirana and Asha Ibru trip enjoy madadashte alla Namagu enjoy maadistidira Keep it up guys
1 year ago,Nanu bartini nim jothe,0,@yogeshg7077,false,false,false,false,,false,,Nanu bartini nim jothe
1 year ago,Sumne iri sir amele bhaktru nimnu desha drohi madbidtare,0,@akpt9459,false,false,false,false,,false,,Sumne iri sir amele bhaktru nimnu desha drohi madbidtare
1 year ago,You are videos coming,0,@PenchalammaViews,false,false,false,false,,false,,You are videos coming
1 year ago,❤❤,0,@m-mangalore,false,false,false,false,,false,,:redheart::redheart:
1 year ago,Hi,0,@prabhakarsavitha732,false,false,false,false,,false,,Hi
1 year ago,Visit fuji mountain,0,@balunatesh8400,false,false,false,false,,false,,Visit fuji mountain
1 year ago,Sir e dog bagge  ondu movie kuda ede tommy  antha movie name,0,@im_anusha,false,false,false,false,,false,,Sir e dog bagge ondu movie kuda ede tommy antha movie name
11 months ago,Madam nam deshada rajkaarnigalu niyattagi edre nam desha nu fast agi develop agutte adre nam deshada sampattu nam rajkaarnigalu looti maadtha edare adarinda nam desha hinde erodu,0,@mohan-bc7iz,true,false,false,false,,false,,Madam nam deshada rajkaarnigalu niyattagi edre nam desha nu fast agi develop agutte adre nam deshada sampattu nam rajkaarnigalu looti maadtha edare adarinda nam desha hinde erodu
1 year ago,Super,0,@harishc6621,false,false,false,false,,false,,Super
1 year ago,Very nice,0,@anchan2404,false,false,false,false,,false,,Very nice
1 year ago,Panasonic (japan),0,@Dedlykingdk,false,false,false,false,,false,,Panasonic japan
1 year ago,Sad,0,@rekhar2123,false,false,false,false,,false,,Sad
1 year ago,Super,0,@somashekharasomashekhara9959,false,false,false,false,,false,,Super
1 year ago,Illi innu go moothrada hindene iddaarappa nam Jana,0,@SalaaaSalaaa-td8de,false,false,false,false,,false,,Illi innu go moothrada hindene iddaarappa nam Jana
1 year ago,Hagdre namma desha 100 varsha hinde ede,0,@malnadnature7920,false,false,false,false,,false,,Hagdre namma desha 100 varsha hinde ede
1 year ago,Naayi kathe kelidha naavu baavuka sir & medam😢,0,@naveengowtham5866,false,false,false,false,,false,,Naayi kathe kelidha naavu baavuka sir medam:cryingface:
1 year ago,1000000000000 millions likes ❤❤❤❤❤,0,@shivakumar-mr5ni,false,false,false,false,,false,,1000000000000 millions likes :redheart::redheart::redheart::redheart::redheart:
1 year ago,Super vlog,0,@bindus3570,false,false,false,false,,false,,Super vlog
1 year ago,Wow supr,0,@SanthoshdsouzaSanthoshdsouza,false,false,false,false,,false,,Wow supr
1 year ago,"Asha ur energy super sister,",0,@syedrizwan3299,false,false,false,false,,false,,Asha ur energy super sister
1 year ago,Movie nodidini sir thumba feel agute,0,@sudarshansudhu5165,false,false,false,false,,false,,Movie nodidini sir thumba feel agute
1 year ago,Your videos super ri,0,@murugeshramya5617,false,false,false,false,,false,,Your videos super ri
1 year ago,Super 👍🎥🇮🇳,0,@vinodkumarl516,false,false,false,false,,false,,Super :thumbsup::moviecamera::India:
1 year ago,Super sir,0,@prashanthklparsa9804,false,false,false,false,,false,,Super sir
1 year ago,Yaru torisirada japan deshavannu toristiddira bahala buddivantaru muduvarida janajanguliyinda kudida desha nammaru yivarannu china deshadvarannu nodi kaliyivudu bahalastide niyattininda odeyanigagi kada nayiya  bagge chennagi tilisikottiri good video Tq ashakiranrige,0,@nirmalababy3885,false,false,false,false,,false,,Yaru torisirada japan deshavannu toristiddira bahala buddivantaru muduvarida janajanguliyinda kudida desha nammaru yivarannu china deshadvarannu nodi kaliyivudu bahalastide niyattininda odeyanigagi kada nayiya bagge chennagi tilisikottiri good video Tq ashakiranrige
1 year ago,Supper,0,@shamanth.r1977,false,false,false,false,,false,,Supper
1 year ago,Ho ho IKEA avurnu bittila,0,@Shashwath.N.G.-tc3ih,false,false,false,false,,false,,Ho ho IKEA avurnu bittila
1 year ago,http://dinesh468.blogspot.com/2023/11/dinesh468blogspotcom.html,0,@Dinesha448,false,false,false,false,,false,,
1 year ago,Sir sumidha aquarium edhe.make video,0,@sudhir.h4467,false,false,false,false,,false,,Sir sumidha aquarium edhemake video
1 year ago (edited),Nim village yavdu,0,@RaghumSwadi,false,false,false,false,,false,,Nim village yavdu
1 year ago,Very nice video,0,@geethagee4004,false,false,false,false,,false,,Very nice video
1 year ago,Asharani 123 Kiran Raja 123,0,@indraswalpadifferent,false,false,false,false,,false,,Asharani 123 Kiran Raja 123
1 year ago,Mast maja madtidiri kanro,0,@niranjanamurtybl8627,false,false,false,false,,false,,Mast maja madtidiri kanro
11 months ago,Brother nivu bere country na hogluthidira pakka nam janagalu desha drohi patta kattutare dr bro ne bidlilla nam muttal janagalu,0,@avisurya5684,false,false,false,false,,false,,Brother nivu bere country na hogluthidira pakka nam janagalu desha drohi patta kattutare dr bro ne bidlilla nam muttal janagalu
1 year ago,Super bro🎉🎉🎉,0,@ShrishailMathapati-nz9ke,false,false,false,false,,false,,Super bro:partypopper::partypopper::partypopper:
1 year ago,Nice,0,@harshithabharath8779,false,false,false,false,,false,,Nice
1 year ago,Happy deepavali,0,@nagarajhs4501,false,false,false,false,,false,,Happy deepavali
1 year ago,Hachiko dog real story @telugu movie  https://youtu.be/to0NqTy2kHY?si=nAQ3UFQl_TKqbBet,0,@Dr.YG77,false,false,false,false,,false,,Hachiko dog real story telugu movie
1 year ago,Bharatha samashyegalige aali parihara huduki,0,@akshayvishnu5179,false,false,false,false,,false,,Bharatha samashyegalige aali parihara huduki
1 year ago,"Aaali current wears elva.. Nama dheshadali current wear jasthi agide... Gidagalanu, maragalanusa katharisi current wear yelithare.. Adake parihara vagi yenadru nodi swalpa nima video dali haki.  Eli nama government ge share madthivi",0,@akshayvishnu5179,false,false,false,false,,false,,Aaali current wears elva Nama dheshadali current wear jasthi agide Gidagalanu maragalanusa katharisi current wear yelithare Adake parihara vagi yenadru nodi swalpa nima video dali haki Eli nama government ge share madthivi
11 months ago,Snoopy and alien  actually Nange dog  naye annals ista illa adhu namaklu names,0,@meenas1775,false,false,false,false,,false,,Snoopy and alien actually Nange dog naye annals ista illa adhu namaklu names
11 months ago,Dog movie ede,0,@aishuaishwarya1871,false,false,false,false,,false,,Dog movie ede
11 months ago,Israel ge visit Maadi......,0,@kingmastercreation1842,false,false,false,false,,false,,Israel ge visit Maadi
11 months ago,Super bro,0,@Rthejvlogs,false,false,false,false,,false,,Super bro
11 months ago,Too nimma,0,@MangalaPadasalagi,false,false,false,false,,false,,Too nimma
10 months ago,100 varsha hindina nemmadi baduku chenna. 100 varsha munde hogi stressful lifestyle nalli irodakintha.,0,@mukthalingsur9909,false,false,false,false,,false,,100 varsha hindina nemmadi baduku chenna 100 varsha munde hogi stressful lifestyle nalli irodakintha
10 months ago,Japan japane guru,0,@SureshKumar-br4xr,false,false,false,false,,false,,Japan japane guru
10 months ago,Vera kanadiga nama brother,0,@ChetanKadam-l1w,false,false,false,false,,false,,Vera kanadiga nama brother
10 months ago,A,0,@jaishnavp30,false,false,false,false,,false,,A
10 months ago,Great dog i,0,@Yy-xo1nf,false,false,false,false,,false,,Great dog i
7 months ago,Super Sir... 💐💐💐,0,@ningannaninganna1680,false,false,false,false,,false,,Super Sir :bouquet::bouquet::bouquet:
7 months ago,Supar anna,0,@DineshS-g2y,false,false,false,false,,false,,Supar anna
7 months ago,I'm also dog lover,0,@rajanigondhali5981,false,false,false,false,,false,,Im also dog lover
8 months ago,It's super.......nanu nan 7 varshad maga tumba enjoy madtivi.....,0,@AkshataKulkarni-q4h,false,false,false,false,,false,,Its supernanu nan 7 varshad maga tumba enjoy madtivi
8 months ago,Ond Kade Japan world’s safest country aadre. Nam India dalli tourists ne gang rape maadi kalsidare thu. Adyavaga janralli bhaya matti jawabdaari barutto. Barode illa India sambandagalallagli yaare aagli kittu tinnodralle popular.,0,@vijaykumarsanganalavar5657,false,false,false,false,,false,,Ond Kade Japan worlds safest country aadre Nam India dalli tourists ne gang rape maadi kalsidare thu Adyavaga janralli bhaya matti jawabdaari barutto Barode illa India sambandagalallagli yaare aagli kittu tinnodralle popular
8 months ago,Visit konaha japan,0,@hyper_hui_2424,false,false,false,false,,false,,Visit konaha japan
8 months ago,Gojo,0,@basavarajratnagiri6905,false,false,false,false,,false,,Gojo
9 months ago,Achiko story esht sari nodidino nange gottilla but nodidagella crying brother......am dogs big fan,0,@swamydrworkzonedrs2908,false,false,false,false,,false,,Achiko story esht sari nodidino nange gottilla but nodidagella crying brotheram dogs big fan
6 months ago,Japan Nalli maduve ella makkalilla  Andre population astu ede,0,@Shbms88,false,false,false,false,,false,,Japan Nalli maduve ella makkalilla Andre population astu ede
7 months ago,Supre guru you are great mam love you so much,0,@SowbhagyaSow-or2zu,false,false,false,false,,false,,Supre guru you are great mam love you so much
7 months ago,Kiran avru super agi kanisthira modliginthanu,0,@Goggleghost05,false,false,false,false,,false,,Kiran avru super agi kanisthira modliginthanu
7 months ago (edited),Dress swalpa Chennagi iddare tumba olledu,0,@cynthiaannies3121,false,false,false,false,,false,,Dress swalpa Chennagi iddare tumba olledu
7 months ago,"Huchiko story keli bejar ayitu, niyattu Andre nayi. Thank for taking us to Japan ❤",0,@zubualifa4902,false,false,false,false,,false,,Huchiko story keli bejar ayitu niyattu Andre nayi Thank for taking us to Japan :redheart:
7 months ago,Super sir,0,@sathishnaik498,false,false,false,false,,false,,Super sir
5 months ago,Nayige iro niyathu namma hindugaligilla,0,@naveenagururaju5288,false,false,false,false,,false,,Nayige iro niyathu namma hindugaligilla
5 months ago,Hi🙏🙏🙏🙏,0,@SwamyMysore-so2fu,false,false,false,false,,false,,Hi:foldedhands::foldedhands::foldedhands::foldedhands:
5 months ago,JAI KARNATAKA MATHE,0,@VinayKumarRavi-h2f,false,false,false,false,,false,,JAI KARNATAKA MATHE
5 months ago,0:18,0,@Dharmik_105,true,false,false,false,,false,,0:18
6 months ago,One sala adru Japan ge barbeku anna akka,0,@SujathaYadav-rl5ch,false,false,false,false,,false,,One sala adru Japan ge barbeku anna akka
6 months ago,"Atiyagi munde hoguva avashyakate illa, ade deshada ""Masanobu Fukuoka"" one straw revolution anno pustaka rachisuva moolaka, namma arogya mattu jeevana hinnade iddashtu sulabha mattu sukhakara yendu torisiddare.",0,@sharathp3809,false,false,false,false,,false,,Atiyagi munde hoguva avashyakate illa ade deshada Masanobu Fukuoka one straw revolution anno pustaka rachisuva moolaka namma arogya mattu jeevana hinnade iddashtu sulabha mattu sukhakara yendu torisiddare
3 months ago,Y0ur.smile.super.doughtr,0,@bhimannabetageri4913,false,false,false,false,,false,,Y0ursmilesuperdoughtr
3 months ago,Prathi ondhu prani pakshi nalu manushathva iruthe,0,@MaheshMayya-cv3rb,false,false,false,false,,false,,Prathi ondhu prani pakshi nalu manushathva iruthe
4 months ago,Super,0,@AkshayaaDeepak,false,false,false,false,,false,,Super
4 months ago,Sunday time li nam kslasipalyadalli nam  pettebidiyallu thirhatare. U mean cross madtare,0,@SwamiM-ds9un,false,false,false,false,,false,,Sunday time li nam kslasipalyadalli nam pettebidiyallu thirhatare U mean cross madtare
4 months ago,Devaru yalla praniyallu idani 🙏,0,@prabhupatil1352,false,false,false,false,,false,,Devaru yalla praniyallu idani :foldedhands:
4 months ago,Tq sir and tq madam,0,@santhoshk4624,false,false,false,false,,false,,Tq sir and tq madam
3 weeks ago,Kushi agute sir nim video nodi 🎉🎉,0,@roopalokeshroopalokesh512,false,false,false,false,,false,,Kushi agute sir nim video nodi :partypopper::partypopper:
4 weeks ago,"Impressive ,but nooru varsha munde ,yarige munde and neevu kaanbeku antha irodu irabahudu,life alli ella adena ?",0,@subbaraomohanram8674,false,false,false,false,,false,,Impressive but nooru varsha munde yarige munde and neevu kaanbeku antha irodu irabahudulife alli ella adena
1 month ago,Super,0,@rudreshhc8618,false,false,false,false,,false,,Super
1 month ago,Yes loyal dog 😢,0,@Sank514,false,false,false,false,,false,,Yes loyal dog :cryingface:
1 month ago,Maichel jokaon story maadi,0,@NagarajDeshanoor-n6q,false,false,false,false,,false,,Maichel jokaon story maadi
3 months ago,👌 superb,0,@ArogyaMary-w9y,false,false,false,false,,false,,:OKhand: superb
﻿publishedTimeText,simpleText,votes,author,isReply,isHearted,isPinned,isPaid,paidAmount,isSponsor,sponsorshipMonths,simpleText
17 hours ago,Yep,1,@himangimahajan3631,TRUE,FALSE,FALSE,FALSE,,FALSE,,Yep
15 hours ago,57:41 This guy said- I can read minds and then Ye konsa mind read kiya bhai Raghu ko leta kar 💀 💀,458,@amitj4348,FALSE,FALSE,FALSE,FALSE,,FALSE,,57:41 This guy said I can read minds and then Ye konsa mind read kiya bhai Raghu ko leta kar :skull: :skull:
11 hours ago,​ @Ayush.Sharma bhai future ka bhi pdh leta h kya,1,@razorback5131,TRUE,FALSE,FALSE,FALSE,,FALSE,,AyushSharma bhai future ka bhi pdh leta h kya
1 day ago,#preetikilifestyal‎@Preetikilifestyal,0,@Preetikilifestyal,TRUE,FALSE,FALSE,FALSE,,FALSE,,preetikilifestyalPreetikilifestyal
1 day ago,looks and speaks like axar patel,5,@amviveksharma,TRUE,FALSE,FALSE,FALSE,,TRUE,1,looks and speaks like axar patel
1 day ago, @studywithshubhamsemwal  bhai yaar experiment karke he dekh lo,0,@FocusedGuy-z4i,TRUE,FALSE,FALSE,FALSE,,FALSE,,studywithshubhamsemwal bhai yaar experiment karke he dekh lo
1 day ago,#preetikilifestyal‎@Preetikilifestyal,0,@Preetikilifestyal,TRUE,FALSE,FALSE,FALSE,,FALSE,,preetikilifestyalPreetikilifestyal
1 day ago, @Dheeraj77077  bhai agar direct paani me jaega to container break nhi hota haa agar kahi lad k gira to damage ho skta hai,1,@shreyanshsharma2149,TRUE,FALSE,FALSE,FALSE,,FALSE,,Dheeraj77077 bhai agar direct paani me jaega to container break nhi hota haa agar kahi lad k gira to damage ho skta hai
23 hours ago, @Dheeraj77077  wahi toh usne bola depends ki kis condition me pani me gaya agar jyada damage nhi hoga toh float karega,1,@Naruto-d2,TRUE,FALSE,FALSE,FALSE,,FALSE,,Dheeraj77077 wahi toh usne bola depends ki kis condition me pani me gaya agar jyada damage nhi hoga toh float karega
23 hours ago,Saket ka malum nhi uski biwi bohot irritating thi,3,@dragrap,TRUE,FALSE,FALSE,FALSE,,TRUE,0,Saket ka malum nhi uski biwi bohot irritating thi
21 hours ago,"47:36 ""Jab Ye marega na, iski mayyat me rui sab ki naak pe hogi"" What a comedy sense and timing Samay Bhai. Tu ajeeb hai yaar!!!! 😂❤",117,@GauravBharam,FALSE,FALSE,FALSE,FALSE,,FALSE,,47:36 Jab Ye marega na iski mayyat me rui sab ki naak pe hogi What a comedy sense and timing Samay Bhai Tu ajeeb hai yaar :facewithtearsofjoy::redheart:
23 hours ago,Smja nahi lekin joke,1,@zeeshaanp5782,TRUE,FALSE,FALSE,FALSE,,FALSE,,Smja nahi lekin joke
23 hours ago,Are Raja rammohan ne satipratha ko hata diya tha.​ @zeeshaanp5782 ,0,@RahulMali-b9j,TRUE,FALSE,FALSE,FALSE,,FALSE,,Are Raja rammohan ne satipratha ko hata diya tha zeeshaanp5782
21 hours ago,Utna bhi nhi dark lga,0,@monalishapanda52,TRUE,FALSE,FALSE,FALSE,,TRUE,1,Utna bhi nhi dark lga
1 hour ago,https://youtube.com/shorts/xOYSZYVNxxc,0,@HumorBob12,TRUE,FALSE,FALSE,FALSE,,FALSE,,
16 hours ago,41:22 bhoot pishach nikat nahi aave jab Ranbir Allahbadiya ka naam sunave😂,72,@MS95-k4m,FALSE,FALSE,FALSE,FALSE,,FALSE,,41:22 bhoot pishach nikat nahi aave jab Ranbir Allahbadiya ka naam sunave:facewithtearsofjoy:
